         17004346 function calls (16945508 primitive calls) in 13.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
        2    0.000    0.000    0.000    0.000 nanops.py:822(_nanminmax)
        1    0.000    0.000    0.000    0.000 base.py:1123(_add_logical_ops)
        6    0.000    0.000    0.000    0.000 __init__.py:511(_comp_method_SERIES)
        1    0.000    0.000    0.000    0.000 missing.py:23(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:108(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:973(IntervalDtype)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1595(TextIO)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cone.py:10(Cone)
        1    0.000    0.000    0.000    0.000 cone.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cylinder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 intersection2d.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _base.py:338(_BaseExcelReader)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(meshgrid)
        8    0.000    0.000    0.000    0.000 linalg.py:121(isComplexType)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 subprocess.py:1608(_try_wait)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:501(string_at)
        3    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        1    0.000    0.000    0.004    0.004 _dtype_ctypes.py:24(<module>)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 shape_base.py:141(atleast_3d)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2676(amin)
       15    0.000    0.000    0.000    0.000 rcsetup.py:305(validate_color_or_auto)
        3    0.000    0.000    0.000    0.000 rcsetup.py:957(validate_webagg_address)
        1    0.000    0.000    0.000    0.000 overlay.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sjoin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _make.py:372(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'stop' of 'fiona._env.GDALEnv' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_config_options' of 'fiona._env.ConfigEnv' objects}
        1    0.000    0.000    0.000    0.000 linref.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linestring.py:21(LineString)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 pincam.py:12(p2e)
        4    0.000    0.000    0.000    0.000 pincam.py:55(xform_translation_matrix)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
        1    0.000    0.000    0.000    0.000 axis3d.py:43(Axis)
        1    0.000    0.000    0.000    0.000 polar.py:205(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 axis.py:2200(YAxis)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1426(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:312(strpdate2num)
        1    0.000    0.000    0.000    0.000 backend_tools.py:160(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1059(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 contour.py:676(ContourSet)
        1    0.000    0.000    0.000    0.000 collections.py:1909(QuadMesh)
        1    0.000    0.000    0.000    0.000 transforms.py:1826(Affine2D)
        1    0.000    0.000    0.001    0.001 artist.py:1224(ArtistInspector)
        2    0.000    0.000    0.000    0.000 __init__.py:1291(_fixupChildren)
        1    0.000    0.000    0.000    0.000 base.py:902(GeometrySequence)
        1    0.000    0.000    0.000    0.000 geos.py:259(WKTReader)
        1    0.000    0.000    0.000    0.000 geos.py:448(WKBWriter)
        1    0.000    0.000    0.000    0.000 transformer.py:26(TransformerGroup)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:50(Cartesian2DCSAxis)
        1    0.000    0.000    0.000    0.000 stata.py:1993(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2815(StataWriter117)
        1    0.000    0.000    0.000    0.000 pytables.py:4574(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:40(Term)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:12(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:175(Constant)
        1    0.000    0.000    0.000    0.000 scope.py:86(Scope)
        1    0.000    0.000    0.000    0.000 indexers.py:64(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:107(ExpandingIndexer)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timedeltas.py:53(_field_accessor)
        1    0.000    0.000    0.001    0.001 frozen.py:8(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(FY5253)
        1    0.000    0.000    0.000    0.000 datetimelike.py:128(AttributesMixin)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 methods.py:3(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        6    0.000    0.000    0.000    0.000 nanops.py:83(__init__)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 localization.py:5(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        7    0.000    0.000    0.000    0.000 config.py:793(inner)
        1    0.000    0.000    0.000    0.000 typing.py:1581(BinaryIO)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 ray.py:9(Ray2D)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:2208(PythonParser)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(split)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1268(StructuredVoidFormat)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
       10    0.000    0.000    0.000    0.000 rcsetup.py:269(_make_nseq_validator)
        4    0.000    0.000    0.000    0.000 rcsetup.py:607(validate_hinting)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:154(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:791(Grouper)
        1    0.000    0.000    0.000    0.000 clip.py:7(<module>)
        1    0.000    0.000    0.000    0.000 geocoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        1    0.000    0.000    0.000    0.000 env.py:109(__init__)
        1    0.000    0.000    0.000    0.000 env.py:411(GDALVersion)
        5    0.000    0.000    0.000    0.000 validators.py:280(is_callable)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 _version_info.py:37(_from_version_string)
        1    0.000    0.000    0.000    0.000 predicates.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:453(_make_selector)
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.001    0.001 pincam.py:653(view_frustum_geometry2)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.000    0.000 pincam.py:172(sensor_plane_ptmtx_3d)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:527(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:851(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 polar.py:392(RadialLocator)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:170(OffsetBox)
        1    0.000    0.000    0.000    0.000 dates.py:1887(DateConverter)
        1    0.000    0.000    0.000    0.000 widgets.py:1435(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1866(ToolHandles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3303(_Backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:536(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:969(ToolPan)
        1    0.000    0.000    0.000    0.000 image.py:220(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:1003(NonUniformImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1363(MouseButton)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 mathtext.py:1355(Node)
        1    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 _text_layout.py:3(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 patches.py:3871(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 text.py:1268(TextWithDash)
        1    0.000    0.000    0.000    0.000 patches.py:1175(Arrow)
        1    0.000    0.000    0.000    0.000 ticker.py:1531(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1865(LinearLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:327(FontEntry)
        1    0.000    0.000    0.000    0.000 contour.py:1377(QuadContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1183(Transform)
        1    0.000    0.000    0.000    0.000 colors.py:1138(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1624(LightSource)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        3    0.000    0.000    0.000    0.000 base.py:160(exceptNull)
        2    0.000    0.000    0.000    0.000 geos.py:235(make_logging_callback)
        1    0.000    0.000    0.000    0.000 geos.py:603(LGEOS300)
        1    0.000    0.000    0.000    0.000 enums.py:27(WktVersion)
        1    0.000    0.000    0.000    0.000 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1553(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 pytables.py:487(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:2116(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:4085(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4112(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4444(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:24(PyTablesScope)
        1    0.000    0.000    0.000    0.000 _json.py:249(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:2634(Checkbutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2768(Listbox)
        1    0.000    0.000    0.000    0.000 __init__.py:3481(Image)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        1    0.000    0.000    0.000    0.000 __init__.py:512(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:1999(Tk)
        1    0.000    0.000    0.000    0.000 _formlayout.py:414(FormDialog)
        1    0.000    0.000    0.000    0.000 ops.py:67(Term)
        1    0.000    0.000    0.000    0.000 ops.py:195(Op)
        1    0.000    0.000    0.000    0.000 grouper.py:35(Grouper)
        1    0.000    0.000    0.000    0.000 common.py:521(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 indexing.py:1808(_LocIndexer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 generic.py:10484(<genexpr>)
        2    0.000    0.000    0.000    0.000 generic.py:10481(_doc_parms)
       16    0.000    0.000    0.000    0.000 strings.py:2020(do_copy)
       16    0.000    0.000    0.000    0.000 strings.py:2017(copy)
        1    0.000    0.000    0.000    0.000 integer.py:256(IntegerArray)
        4    0.000    0.000    0.000    0.000 offsets.py:2529(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2803(<dictcomp>)
        1    0.000    0.000    0.000    0.000 offsets.py:543(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1003(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1199(_CustomBusinessMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1825(QuarterOffset)
        8    0.000    0.000    0.000    0.000 accessor.py:179(__init__)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
        7    0.000    0.000    0.000    0.000 _decorators.py:99(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 dtypes.py:45(Registry)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
       10    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 __init__.py:99(_import_lzma)
        1    0.000    0.000    0.000    0.000 _mesh.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ray.py:9(Ray3D)
        1    0.000    0.000    0.000    0.000 line.py:10(LineSegment2D)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2389(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:529(_make_parser_function)
        1    0.000    0.000    0.000    0.000 parsers.py:1859(CParserWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 shape_base.py:663(dstack)
        8    0.000    0.000    0.000    0.000 twodim_base.py:212(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(amin)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:553(swapaxes)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2405(cumsum)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3033(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        8    0.000    0.000    0.001    0.000 rcsetup.py:298(validate_color_or_inherit)
        4    0.000    0.000    0.000    0.000 rcsetup.py:489(_update_savefig_format)
        4    0.000    0.000    0.000    0.000 rcsetup.py:637(validate_bbox)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:565(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:623(get_data_path)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 env.py:307(<genexpr>)
        1    0.000    0.000    0.000    0.000 env.py:310(delenv)
        2    0.000    0.000    0.000    0.000 env.py:373(ensure_env_with_credentials)
        1    0.000    0.000    0.000    0.000 io.py:14(MemoryFile)
        2    0.000    0.000    0.000    0.000 validators.py:54(instance_of)
        1    0.000    0.000    0.000    0.000 validators.py:342(_DeepMapping)
        3    0.000    0.000    0.000    0.000 _make.py:1512(fmt_setter)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index.py:1700(CustomStorage)
        1    0.000    0.000    0.000    0.000 array.py:21(GeometryDtype)
        1    0.000    0.000    0.000    0.000 point.py:14(Point)
        1    0.000    0.000    0.000    0.000 proxy.py:8(CachingGeometryProxy)
        1    0.000    0.000    0.000    0.000 polygon.py:120(InteriorRingSequence)
        1    0.000    0.000    0.000    0.000 topology.py:23(Delegating)
        1    0.000    0.000    0.000    0.000 impl.py:50(__init__)
        4    0.000    0.000    0.000    0.000 impl.py:53(update)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:835(with_name)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pincam.py:347(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
        4    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:262(AitoffTransform)
        1    0.000    0.000    0.000    0.000 scale.py:203(LogTransformBase)
        1    0.000    0.000    0.000    0.000 axis.py:400(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:1915(XAxis)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1321(OffsetImage)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1313(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 dates.py:943(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:1133(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1239(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1709(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 core.py:162(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 widgets.py:245(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:959(RadioButtons)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3136(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:737(ToolHome)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:947(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1601(Hlist)
        1    0.000    0.000    0.000    0.000 patches.py:693(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:868(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:987(Polygon)
        1    0.000    0.000    0.000    0.000 afm.py:360(AFM)
        1    0.000    0.000    0.000    0.000 collections.py:850(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 transforms.py:1745(Affine2DBase)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4438(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4988(Forward)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5166(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 glob.py:39(_iglob)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 base.py:813(BaseMultipartGeometry)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:7(BaseEnum)
        1    0.000    0.000    0.000    0.000 enums.py:52(ProjVersion)
        1    0.000    0.000    0.000    0.000 _show_versions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 datum.py:46(CustomEllipsoid)
        1    0.000    0.000    0.000    0.000 enums.py:7(DatumType)
        1    0.000    0.000    0.000    0.000 enums.py:29(CoordinateOperationType)
        1    0.000    0.000    0.002    0.002 testing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 stata.py:840(StataParser)
        1    0.000    0.000    0.000    0.000 pytables.py:2982(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3014(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4344(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:242(FilterBinOp)
        1    0.000    0.000    0.000    0.000 _json.py:171(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:203(FrameWriter)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2204(Grid)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:821(ConfigureSubplotsTk)
        2    0.000    0.000    0.000    0.000 expr.py:109(_compose)
        1    0.000    0.000    0.000    0.000 indexers.py:90(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 _core.py:541(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _misc.py:423(_Options)
        1    0.000    0.000    0.000    0.000 accessors.py:191(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 format.py:166(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1446(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 blocks.py:2094(ComplexBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:1753(_LocationIndexer)
        6    0.000    0.000    0.000    0.000 extension.py:115(_make_wrapped_comparison_op)
       16    0.000    0.000    0.000    0.000 extension.py:135(make_wrapped_arith_op)
