         17004346 function calls (16945508 primitive calls) in 13.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
        1    0.000    0.000    0.000    0.000 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        9    0.000    0.000    0.000    0.000 _dtype.py:333(_name_get)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.002    0.002 __init__.py:188(_check_versions)
        8    0.000    0.000    0.000    0.000 _make.py:1270(_make_repr)
       57    0.000    0.000    0.000    0.000 pathlib.py:1029(_init)
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.001    0.001 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:128(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        1    0.000    0.000    0.028    0.028 coords.py:2(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:120(Transformer)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:59(_Window)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
       16    0.000    0.000    0.001    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 base.py:590(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 docstrings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 common.py:5(<module>)
        1    0.000    0.000    0.005    0.005 _decorators.py:1(<module>)
        1    0.000    0.000    0.007    0.007 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        1    0.000    0.000    0.000    0.000 geodataframe.py:1(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:10(<module>)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       57    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.009    0.009 axis.py:3(<module>)
        1    0.000    0.000    0.099    0.099 _subplots.py:1(<module>)
       16    0.000    0.000    0.001    0.000 cycler.py:529(_cycler)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        1    0.000    0.000    0.000    0.000 sql.py:4(<module>)
        1    0.000    0.000    0.001    0.001 grouper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:358(_GroupBy)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _typing.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dtypes.py:64(register)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
       30    0.000    0.000    0.000    0.000 numeric.py:1786(isscalar)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.001    0.001 uuid.py:45(<module>)
       21    0.000    0.000    0.000    0.000 abc.py:130(register)
       32    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
       73    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       58    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:13(<module>)
        1    0.000    0.000    0.003    0.003 axes3d.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
        1    0.000    0.000    0.000    0.000 geos.py:293(WKTWriter)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:812(DataFrameGroupBy)
       22    0.000    0.000    0.000    0.000 numpy_.py:438(_create_arithmetic_method)
       34    0.000    0.000    0.000    0.000 nanops.py:53(<genexpr>)
        1    0.000    0.000    0.002    0.002 array_ops.py:4(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _parser.py:30(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
       16    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
       32    0.000    0.000    0.000    0.000 rcsetup.py:706(_validate_greaterequal0_lessequal1)
       30    0.000    0.000    0.001    0.000 rcsetup.py:857(<genexpr>)
       14    0.000    0.000    0.001    0.000 _make.py:489(build_class)
       39    0.000    0.000    0.000    0.000 _make.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 {fiona._env.set_proj_data_search_path}
       50    0.000    0.000    0.000    0.000 topology.py:25(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
       15    0.000    0.000    0.000    0.000 re.py:307(_subx)
        2    0.000    0.000    0.000    0.000 os.py:278(walk)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.000    0.000    0.001    0.001 missing.py:3(<module>)
        1    0.000    0.000    0.037    0.037 backend_qt5agg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.002    0.002 font_manager.py:928(json_load)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        1    0.000    0.000    0.012    0.012 artist.py:1(<module>)
       10    0.000    0.000    0.005    0.001 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:1(<module>)
        1    0.000    0.000    0.001    0.001 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:30(EWM)
        1    0.000    0.000    0.000    0.000 period.py:61(PeriodArray)
        1    0.000    0.000    0.001    0.001 construction.py:6(<module>)
        6    0.000    0.000    0.001    0.000 __init__.py:791(_flex_comp_method_FRAME)
       56    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        1    0.000    0.000    0.000    0.000 typing.py:1485(IO)
        4    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 face.py:2(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1489(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
       12    0.000    0.000    0.000    0.000 rcsetup.py:71(_listify_validator)
       24    0.000    0.000    0.003    0.000 rcsetup.py:417(validate_font_properties)
        2    0.000    0.000    0.000    0.000 __init__.py:574(_get_config_or_cache_dir)
        4    0.000    0.000    0.000    0.000 pincam.py:230(intrinsic_matrix)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _subplots.py:216(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        1    0.000    0.000    0.003    0.003 crs.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:61(BlockManager)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:6(<module>)
        2    0.000    0.000    0.002    0.001 methods.py:72(add_special_arithmetic_methods)
        1    0.000    0.000    0.003    0.003 boolean.py:1(<module>)
       30    0.000    0.000    0.000    0.000 six.py:184(find_module)
       27    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(norm)
        4    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
        1    0.000    0.000    0.008    0.008 defmatrix.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(dot)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:32(enable)
        1    0.000    0.000    0.025    0.025 overrides.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:1363(is_dir)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
    17/15    0.000    0.000    0.051    0.003 <frozen importlib._bootstrap>:994(_gcd_import)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:57(ColorButton)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
        1    0.000    0.000    0.005    0.005 table.py:20(<module>)
        4    0.000    0.000    0.000    0.000 _version.py:7(<module>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        1    0.000    0.000    0.001    0.001 transformer.py:3(<module>)
        1    0.000    0.000    0.006    0.006 eval.py:5(<module>)
        2    0.000    0.000    0.012    0.006 generic.py:10342(_add_series_or_dataframe_operations)
        4    0.000    0.000    0.000    0.000 generic.py:11338(_make_logical_function)
        1    0.000    0.000    0.000    0.000 extension.py:194(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 timedeltas.py:69(TimedeltaArray)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.006    0.006 secrets.py:7(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:847(__exit__)
        3    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3037(ndim)
        8    0.000    0.000    0.000    0.000 deprecation.py:388(<listcomp>)
       36    0.000    0.000    0.000    0.000 _make.py:1474(<genexpr>)
        1    0.000    0.000    0.000    0.000 index.py:1256(Property)
       30    0.000    0.000    0.000    0.000 enum.py:628(value)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       43    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
        1    0.000    0.000    0.032    0.032 qt_compat.py:12(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1788(<listcomp>)
        2    0.000    0.000    0.003    0.001 util.py:159(_get_soname)
        1    0.000    0.000    0.001    0.001 _cf1x8.py:7(<module>)
        1    0.000    0.000    0.025    0.025 __init__.py:30(<module>)
        1    0.000    0.000    0.000    0.000 html.py:5(<module>)
       22    0.000    0.000    0.000    0.000 expr.py:262(_op_maker)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:82(DatetimeIndex)
       16    0.000    0.000    0.000    0.000 strings.py:1962(_noarg_wrapper)
       27    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.031    0.031 fontconfig_pattern.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1020(<listcomp>)
